1,5,6,2
2,6,7,3
3,7,8,4
5,9,10,6
6,10,11,7
7,11,12,8
9,13,14,10
10,14,15,11
11,15,16,12
13,17,18,14
14,18,19,15
15,19,20,16
17,21,22,18
18,22,23,19
19,23,24,20
21,25,26,22
22,26,27,23
23,27,28,24
25,29,30,26
26,30,31,27
27,31,32,28
29,33,34,30
30,34,35,31
31,35,36,32
33,37,38,34
34,38,39,35
35,39,40,36
37,41,42,38
38,42,43,39
39,43,44,40
41,45,46,42
42,46,47,43
43,47,48,44
45,49,50,46
46,50,51,47
47,51,52,48
49,57,58,50
50,58,59,51
51,59,60,52
52,60,61,53
53,61,62,54
54,62,63,55
55,63,64,56
57,65,66,58
58,66,67,59
59,67,68,60
60,68,69,61
61,69,70,62
62,70,71,63
63,71,72,64
65,73,74,66
66,74,75,67
67,75,76,68
68,76,77,69
69,77,78,70
70,78,79,71
71,79,80,72
